"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","NOR","Norway","2016","2016",6.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","NOR","Norway","2017","2017",6.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2000","2000",1442063,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2001","2001",1423118,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2002","2002",1413220,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2003","2003",1410439,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2004","2004",1419502,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2005","2005",1432946,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2006","2006",1450348,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2007","2007",1476021,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2008","2008",1490975,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2009","2009",1512436,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2010","2010",1522647,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2011","2011",1546625,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2012","2012",1567086,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2013","2013",1536859,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2014","2014",1520949,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2015","2015",1501002,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2016","2016",1461470,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","SWE","Sweden","2017","2017",1317168,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ISL","Iceland","2007","2007",5.6,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ISL","Iceland","2008","2008",5.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ISL","Iceland","2009","2009",5.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ISL","Iceland","2010","2010",5.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ISL","Iceland","2011","2011",5.3,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ISL","Iceland","2012","2012",5.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ISL","Iceland","2013","2013",5.6,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ISL","Iceland","2014","2014",5.8,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ISL","Iceland","2015","2015",5.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ISL","Iceland","2016","2016",5.9,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ISL","Iceland","2017","2017",5.7,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","ISL","Iceland","2018","2018",5.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2000","2000",10326.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2001","2001",10400.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2002","2002",10653.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2003","2003",10930.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2004","2004",10939.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2005","2005",11048,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2006","2006",11199.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2007","2007",11158.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2008","2008",11161.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2009","2009",11231.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2010","2010",11528.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2011","2011",11597.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2012","2012",11853.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2013","2013",11958.3,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2014","2014",12112.1,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2015","2015",12412.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2016","2016",12638.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","JPN","Japan","2017","2017",12793.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2000","2000",12.6,"B","Break"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2001","2001",12.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2002","2002",13.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2003","2003",12.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2004","2004",12.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2005","2005",12.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2006","2006",12.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2007","2007",13.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2008","2008",12.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2009","2009",12.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2010","2010",11.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2011","2011",11.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2012","2012",11.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2013","2013",10.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2014","2014",10.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2015","2015",9.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2016","2016",8.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","FIN","Finland","2017","2017",8.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2000","2000",13512961,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2001","2001",13218380,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2002","2002",12947093,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2003","2003",11472572,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2004","2004",11497687,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2005","2005",11487770,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2006","2006",11775099,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2007","2007",11747025,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2008","2008",11941274,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2009","2009",11973501,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2010","2010",12053560,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2011","2011",12091541,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2012","2012",12158806,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2013","2013",12158431,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2014","2014",12136065,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2015","2015",12094336,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","FRA","France","2016","2016",12115651,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2000","2000",12371545,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2001","2001",12435286,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2002","2002",12715984,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2003","2003",12999656,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2004","2004",12973952,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2005","2005",13110961,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2006","2006",13331492,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2007","2007",13339596,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2008","2008",13348622,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2009","2009",13434896,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2010","2010",13803973,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2011","2011",13863710,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2012","2012",14151281,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2013","2013",14253537,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2014","2014",14427783,"B","Break"
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2015","2015",14762710,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2016","2016",15002091,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","JPN","Japan","2017","2017",15147766,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2005","2005",16319657,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2006","2006",15734636,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2007","2007",14355005,"B","Break"
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2008","2008",13734717,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2009","2009",13494836,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2010","2010",13074737,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2011","2011",12483768,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2012","2012",12168465,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2013","2013",11931792,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2014","2014",11924529,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2015","2015",11715185,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2016","2016",11484495,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","CZE","Czech Republic","2017","2017",11130719,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2000","2000",15408.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2001","2001",15983.6,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2002","2002",16263.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2003","2003",17092,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2004","2004",17273.9,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2005","2005",17443.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2006","2006",17607.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2007","2007",17143.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2008","2008",17085.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2009","2009",18984.5,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2010","2010",18916.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2011","2011",18917.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2012","2012",18914.8,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2013","2013",18743.9,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2014","2014",18844.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2015","2015",15883.9,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2016","2016",15821.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","NOR","Norway","2017","2017",15590.5,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2000","2000",8551489,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2001","2001",8338309,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2002","2002",8282458,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2003","2003",8248210,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2004","2004",8171587,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2005","2005",8207983,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2006","2006",8196049,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2007","2007",8134208,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2008","2008",8075431,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2009","2009",8105597,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2010","2010",8157731,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2011","2011",8091107,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2012","2012",8491544,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2013","2013",8128001,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2014","2014",7997966,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2015","2015",7978186,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2016","2016",8078046,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","PRT","Portugal","2017","2017",8152490,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2000","2000",4016.6,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2001","2001",4041.3,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2002","2002",4095.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2003","2003",4157.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2004","2004",4168.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2005","2005",4236.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2006","2006",4297,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2007","2007",4483.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2008","2008",4603.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2009","2009",4646.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2010","2010",4649.7,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2011","2011",4771.9,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2012","2012",4826,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2013","2013",4789.8,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2014","2014",4781.5,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2015","2015",4655.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2016","2016",4617.2,,
"HUTIINDI","Inpatient care discharges (all hospitals)","RTOALLNB","Per 100 000 population","MEX","Mexico","2017","2017",4676.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2000","2000",6.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2001","2001",8.1,"B","Break"
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2002","2002",7.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2003","2003",7.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2004","2004",7.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2005","2005",7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2006","2006",6.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2007","2007",6.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2008","2008",6.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2009","2009",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2010","2010",5.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2011","2011",5.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2012","2012",5.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2013","2013",5.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2014","2014",5.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2015","2015",5.5,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","DNK","Denmark","2016","2016",5.4,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2000","2000",18532898,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2001","2001",18680810,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2003","2003",18107679,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2004","2004",18089578,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2005","2005",18011388,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2006","2006",18156544,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2007","2007",18682851,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2008","2008",19097728,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2009","2009",19386524,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2010","2010",19621116,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2011","2011",19868738,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2012","2012",20181298,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2013","2013",20342322,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2014","2014",20733405,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2015","2015",20858128,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2016","2016",21151960,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","DEU","Germany","2017","2017",21059705,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","AUS","Australia","2005","2005",3116081,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","AUS","Australia","2006","2006",3204006,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","AUS","Australia","2007","2007",3281993,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","AUS","Australia","2008","2008",3331498,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","AUS","Australia","2009","2009",3427612,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","AUS","Australia","2010","2010",3528856,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","AUS","Australia","2011","2011",3655442,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","AUS","Australia","2012","2012",3708691,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","AUS","Australia","2013","2013",3773263,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","AUS","Australia","2014","2014",3859627,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","AUS","Australia","2015","2015",3853705,"B","Break"
"HUTICUDI","Curative care discharges","NOMBRENB","Number","AUS","Australia","2016","2016",3944688,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2000","2000",20766.4,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2001","2001",20218.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2002","2002",19882.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2003","2003",19699.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2004","2004",19418.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2005","2005",19142.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2006","2006",18650.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2007","2007",18106.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2008","2008",17882.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2009","2009",17523.9,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2010","2010",17254.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2011","2011",17048.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2012","2012",16872.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2013","2013",16485,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2014","2014",16482.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2015","2015",16264.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2016","2016",16237.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","FIN","Finland","2017","2017",16066,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2000","2000",9301066,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2001","2001",9159242,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2002","2002",8878911,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2003","2003",8446182,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2004","2004",8340408,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2005","2005",8204500,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2006","2006",8123232,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2007","2007",7872095,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2008","2008",7721842,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2009","2009",7590230,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2010","2010",7374819,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2011","2011",7046607,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2012","2012",6841044,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2013","2013",6635002,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2014","2014",6486445,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2015","2015",6398045,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","ITA","Italy","2016","2016",6288584,,
